sourceUrl,destinationUrl,boldPublisher_id,statusCode,domainKey
https://resident.com/tag/alexandra-auder,/,5548,301,resident
https://resident.com/tag/nest,/,5548,301,resident
https://resident.com/tag/trend,/,5548,301,resident
https://resident.com/tag/christian-dior,/,5548,301,resident
https://resident.com/tag/fashionista,/,5548,301,resident
https://resident.com/tag/food-trip,/,5548,301,resident
https://resident.com/tag/la-dining,/,5548,301,resident
https://resident.com/tag/la-ronda,/,5548,301,resident
https://resident.com/tag/wine-country-ontario,/,5548,301,resident
https://resident.com/tag/consuelo-costin,/,5548,301,resident
https://resident.com/tag/dinner,/,5548,301,resident
https://resident.com/tag/dishes,/,5548,301,resident
https://resident.com/tag/employee,/,5548,301,resident
https://resident.com/tag/hinoki-and-the-bird,/,5548,301,resident
https://resident.com/tag/kelly-bensimon,/,5548,301,resident
https://resident.com/tag/lyss-stern,/,5548,301,resident
https://resident.com/tag/steamboat,/,5548,301,resident
https://resident.com/tag/the-venue,/,5548,301,resident
https://resident.com/tag/bedroom,/,5548,301,resident
https://resident.com/tag/bobby-vans-bridgehampton,/,5548,301,resident
https://resident.com/tag/bosch,/,5548,301,resident
https://resident.com/tag/calabria,/,5548,301,resident
https://resident.com/tag/silversea-cruise,/,5548,301,resident
https://resident.com/tag/talk,/,5548,301,resident
https://resident.com/tag/compassion,/,5548,301,resident
https://resident.com/tag/south-florida,/,5548,301,resident
https://resident.com/tag/extraordinary,/,5548,301,resident
https://resident.com/tag/new-england,/,5548,301,resident
https://resident.com/tag/south-america,/,5548,301,resident
https://resident.com/tag/animal,/,5548,301,resident
https://resident.com/tag/condado-plaza-hilton,/,5548,301,resident
https://resident.com/tag/el-convento-hotel,/,5548,301,resident
https://resident.com/tag/lovebinetti,/,5548,301,resident
https://resident.com/tag/miami-lifestyle,/,5548,301,resident
https://resident.com/tag/south-florida-events,/,5548,301,resident
https://resident.com/tag/efficiency,/,5548,301,resident
https://resident.com/tag/alessandro-ford-rippolone,/,5548,301,resident
https://resident.com/tag/dinner-spot,/,5548,301,resident
https://resident.com/tag/nycfoodadventure,/,5548,301,resident
https://resident.com/tag/brand-ambassador,/,5548,301,resident
https://resident.com/tag/excellent,/,5548,301,resident
https://resident.com/tag/gift-guide,/,5548,301,resident
https://resident.com/tag/punta-mita,/,5548,301,resident
https://resident.com/tag/the-justice-league,/,5548,301,resident
https://resident.com/tag/christina-hendricks,/,5548,301,resident
https://resident.com/tag/golden-globes,/,5548,301,resident
https://resident.com/tag/southampton-inn,/,5548,301,resident
https://resident.com/tag/frederick-anderson,/,5548,301,resident
https://resident.com/tag/businessexpansion,/,5548,301,resident
https://resident.com/tag/businessventure,/,5548,301,resident
https://resident.com/tag/massachusetts,/,5548,301,resident
https://resident.com/tag/rainforest,/,5548,301,resident
https://resident.com/tag/top-50-best-luxury-media-in-the-world,/,5548,301,resident
https://resident.com/tag/victoria-veytsman,/,5548,301,resident
https://resident.com/tag/customerexperience,/,5548,301,resident
https://resident.com/tag/globalhealth,/,5548,301,resident
https://resident.com/tag/jamie-cullum,/,5548,301,resident
https://resident.com/tag/ocrfa,/,5548,301,resident
https://resident.com/tag/papillion-bistro-bar,/,5548,301,resident
https://resident.com/tag/sag-aftra,/,5548,301,resident
https://resident.com/tag/businesssafeguard,/,5548,301,resident
https://resident.com/tag/olsen-twins,/,5548,301,resident
https://resident.com/tag/investinrealestate,/,5548,301,resident
https://resident.com/tag/presidential-suite,/,5548,301,resident
https://resident.com/tag/arizona,/,5548,301,resident
https://resident.com/tag/cajuncuisine,/,5548,301,resident
https://resident.com/tag/marianne-fonseca,/,5548,301,resident
https://resident.com/tag/caribbeanvibes,/,5548,301,resident
https://resident.com/tag/chef-daniel,/,5548,301,resident
https://resident.com/tag/cityguide,/,5548,301,resident
https://resident.com/tag/galapagos,/,5548,301,resident
https://resident.com/tag/swimwear-looks,/,5548,301,resident
https://resident.com/tag/ticketsonsale,/,5548,301,resident
https://resident.com/tag/vma,/,5548,301,resident
https://resident.com/tag/wellnessoasis,/,5548,301,resident
https://resident.com/tag/chicago-skyline,/,5548,301,resident
https://resident.com/tag/maaji-swim-wear,/,5548,301,resident
https://resident.com/tag/x-men,/,5548,301,resident
https://resident.com/tag/exploreonabudget,/,5548,301,resident
https://resident.com/tag/granger-smith-featuring-earl-dibbles-jr,/,5548,301,resident
https://resident.com/tag/amanda-warren,/,5548,301,resident
https://resident.com/tag/cocktail-dress,/,5548,301,resident
https://resident.com/tag/b-matthews-eatery,/,5548,301,resident
https://resident.com/tag/green,/,5548,301,resident
https://resident.com/tag/macakizi-bodrum,/,5548,301,resident
https://resident.com/tag/netherlands,/,5548,301,resident
https://resident.com/tag/resident-interview,/,5548,301,resident
https://resident.com/tag/application,/,5548,301,resident
https://resident.com/tag/bela-pinter,/,5548,301,resident
https://resident.com/tag/bobo,/,5548,301,resident
https://resident.com/tag/casimir-and-co,/,5548,301,resident
https://resident.com/tag/hot-97,/,5548,301,resident
https://resident.com/tag/in-water-boat-show,/,5548,301,resident
https://resident.com/tag/lou-caimano,/,5548,301,resident
https://resident.com/tag/post-modern,/,5548,301,resident
https://resident.com/tag/shea,/,5548,301,resident
https://resident.com/tag/the,/,5548,301,resident
https://resident.com/tag/travel-technology,/,5548,301,resident
https://resident.com/tag/wynn-resort-encore,/,5548,301,resident
https://resident.com/tag/adam-stefanowski,/,5548,301,resident
https://resident.com/tag/luna-benai,/,5548,301,resident
https://resident.com/tag/miamievent,/,5548,301,resident
https://resident.com/tag/cherien-dabis,/,5548,301,resident
https://resident.com/tag/new-york-spa-week,/,5548,301,resident
https://resident.com/tag/france,/,5548,301,resident
https://resident.com/tag/abelhorvath,/,5548,301,resident
https://resident.com/tag/american-cancer-society,/,5548,301,resident
https://resident.com/tag/central-america,/,5548,301,resident
https://resident.com/tag/fox,/,5548,301,resident
https://resident.com/tag/luxelist,/,5548,301,resident
https://resident.com/tag/roberto,/,5548,301,resident
https://resident.com/tag/taiko-en,/,5548,301,resident
https://resident.com/tag/thomas-jefferson,/,5548,301,resident
https://resident.com/tag/uries,/,5548,301,resident
https://resident.com/tag/annalynne-mccord,/,5548,301,resident
https://resident.com/tag/food-network,/,5548,301,resident
https://resident.com/tag/hyatt,/,5548,301,resident
https://resident.com/tag/soho-beach-house,/,5548,301,resident
https://resident.com/tag/50-year-old-tawny,/,5548,301,resident
https://resident.com/tag/paige,/,5548,301,resident
https://resident.com/tag/ebook,/,5548,301,resident
https://resident.com/tag/lindsay-moran,/,5548,301,resident
https://resident.com/tag/merilee-kern,/,5548,301,resident
https://resident.com/tag/patrick-mcenroe,/,5548,301,resident
https://resident.com/tag/apartments,/,5548,301,resident
https://resident.com/tag/gaby-pacheco,/,5548,301,resident
https://resident.com/tag/intercontinentalla,/,5548,301,resident
https://resident.com/tag/court-of-two-sisters,/,5548,301,resident
https://resident.com/tag/sergei-diaghilev,/,5548,301,resident
https://resident.com/tag/wynwood-events,/,5548,301,resident
https://resident.com/tag/jean-pierre-bacri,/,5548,301,resident
https://resident.com/tag/nirvana,/,5548,301,resident
https://resident.com/tag/nypd-health-and-wellness-section,/,5548,301,resident
https://resident.com/tag/realestatelisting,/,5548,301,resident
https://resident.com/tag/seasidegetaways,/,5548,301,resident
https://resident.com/tag/sonesta,/,5548,301,resident
https://resident.com/tag/victoria-secret-model,/,5548,301,resident
https://resident.com/tag/beverly-hills,/,5548,301,resident
https://resident.com/tag/boho-house-miami,/,5548,301,resident
https://resident.com/tag/broward-county-convention-center,/,5548,301,resident
https://resident.com/tag/cars,/,5548,301,resident
https://resident.com/tag/colorado,/,5548,301,resident
https://resident.com/tag/country-bank,/,5548,301,resident
https://resident.com/tag/creativity,/,5548,301,resident
https://resident.com/tag/drsorenmwhite,/,5548,301,resident
https://resident.com/tag/effectiveoperations,/,5548,301,resident
https://resident.com/tag/event,/,5548,301,resident
https://resident.com/tag/grilling,/,5548,301,resident
https://resident.com/tag/helpingcancerpatients,/,5548,301,resident
https://resident.com/tag/mark-doman,/,5548,301,resident
https://resident.com/tag/megan-boone,/,5548,301,resident
https://resident.com/tag/melissa,/,5548,301,resident
https://resident.com/tag/memories,/,5548,301,resident
https://resident.com/tag/motorola-razr,/,5548,301,resident
https://resident.com/tag/nun-assisi-relais-spa-museum,/,5548,301,resident
https://resident.com/tag/st-kitts-marriott-resort,/,5548,301,resident
https://resident.com/tag/stylishoffice,/,5548,301,resident
https://resident.com/tag/stylist-nolan-meader,/,5548,301,resident
https://resident.com/tag/swimsuit-issue,/,5548,301,resident
https://resident.com/tag/the-plaza,/,5548,301,resident
https://resident.com/tag/usmc-color-guard,/,5548,301,resident
https://resident.com/tag/akkezdet-phiai,/,5548,301,resident
https://resident.com/tag/citybrunching,/,5548,301,resident
https://resident.com/tag/management,/,5548,301,resident
https://resident.com/tag/miamitourism,/,5548,301,resident
https://resident.com/tag/nycfoodiefaves,/,5548,301,resident
https://resident.com/tag/salt,/,5548,301,resident
https://resident.com/tag/sls-brickell,/,5548,301,resident
https://resident.com/tag/successahead,/,5548,301,resident
https://resident.com/tag/sunglassesfeatures,/,5548,301,resident
https://resident.com/tag/u-s,/,5548,301,resident
https://resident.com/tag/alps,/,5548,301,resident
https://resident.com/tag/jpod,/,5548,301,resident
https://resident.com/tag/localeats,/,5548,301,resident
https://resident.com/tag/on-location,/,5548,301,resident
https://resident.com/tag/communityevent,/,5548,301,resident
https://resident.com/tag/cover-story-of-the-month,/,5548,301,resident
https://resident.com/tag/hamptonsescape,/,5548,301,resident
https://resident.com/tag/horin-entei,/,5548,301,resident
https://resident.com/tag/brunchtime,/,5548,301,resident
https://resident.com/tag/flavors,/,5548,301,resident
https://resident.com/tag/stars-of-today,/,5548,301,resident
https://resident.com/tag/vegetables,/,5548,301,resident
https://resident.com/tag/casa-la-femme,/,5548,301,resident
https://resident.com/tag/cunard-royal-rendezvous,/,5548,301,resident
https://resident.com/tag/groover,/,5548,301,resident
https://resident.com/tag/hairtoolkit,/,5548,301,resident
https://resident.com/tag/lolos-seafood-shack,/,5548,301,resident
https://resident.com/tag/makeup,/,5548,301,resident
https://resident.com/tag/2017,/,5548,301,resident
https://resident.com/tag/adult,/,5548,301,resident
https://resident.com/tag/asap-rocky,/,5548,301,resident
https://resident.com/tag/nolamusicscene,/,5548,301,resident
https://resident.com/tag/peep,/,5548,301,resident
https://resident.com/tag/soulfulsounds,/,5548,301,resident
https://resident.com/tag/the-front-page,/,5548,301,resident
https://resident.com/tag/theater-review,/,5548,301,resident
https://resident.com/tag/al-thumama-stadium,/,5548,301,resident
https://resident.com/tag/education-city-stadium,/,5548,301,resident
https://resident.com/tag/equality-now,/,5548,301,resident
